x, y, z, r, g, b
-81, 89, -162, 8.1, 8.9, 16.2
-81, 90, -162, 8.1, 9.0, 16.2
-81, 91, -162, 8.1, 9.1, 16.2
-81, 92, -162, 8.1, 9.2, 16.2
-81, 93, -162, 8.1, 9.3, 16.2
-81, 94, -162, 8.1, 9.4, 16.2
-81, 95, -162, 8.1, 9.5, 16.2
-81, 96, -162, 8.1, 9.6, 16.2
-81, 97, -162, 8.1, 9.7, 16.2
-81, 98, -162, 8.1, 9.8, 16.2
-81, 99, -162, 8.1, 9.9, 16.2
-81, 100, -162, 8.1, 10.0, 16.2
-80, -100, 160, 8.0, 10.0, 16.0
-80, -99, 160, 8.0, 9.9, 16.0
-80, -98, 160, 8.0, 9.8, 16.0
-80, -97, 160, 8.0, 9.7, 16.0
-80, -96, 160, 8.0, 9.6, 16.0
-80, -95, 160, 8.0, 9.5, 16.0
-80, -94, 160, 8.0, 9.4, 16.0
-80, -93, 160, 8.0, 9.3, 16.0
-80, -92, 160, 8.0, 9.2, 16.0
-80, -91, 160, 8.0, 9.1, 16.0
-80, -90, 160, 8.0, 9.0, 16.0
-80, -89, 160, 8.0, 8.9, 16.0
-80, -88, 160, 8.0, 8.8, 16.0
-80, -87, 160, 8.0, 8.7, 16.0
-80, -86, 160, 8.0, 8.6, 16.0
-80, -85, 160, 8.0, 8.5, 16.0
-80, -84, 160, 8.0, 8.4, 16.0
-80, -83, 160, 8.0, 8.3, 16.0
-80, -82, 160, 8.0, 8.2, 16.0
-80, -81, 160, 8.0, 8.1, 16.0
-80, -80, 160, 8.0, 8.0, 16.0
-80, -79, 158, 8.0, 7.9, 15.8
-80, -78, 156, 8.0, 7.8, 15.6
-80, -77, 154, 8.0, 7.7, 15.4
-80, -76, 152, 8.0, 7.6, 15.2
-80, -75, 150, 8.0, 7.5, 15.0
-80, -74, 148, 8.0, 7.4, 14.8
-80, -73, 146, 8.0, 7.3, 14.6
-80, -72, 144, 8.0, 7.2, 14.4
-80, -71, 142, 8.0, 7.1, 14.2
-80, -70, 140, 8.0, 7.0, 14.0
-80, -69, 138, 8.0, 6.9, 13.8
-80, -68, 136, 8.0, 6.8, 13.6
-80, -67, 134, 8.0, 6.7, 13.4
-80, -66, 132, 8.0, 6.6, 13.2
-80, -65, 130, 8.0, 6.5, 13.0
-80, -64, 128, 8.0, 6.4, 12.8
-80, -63, 126, 8.0, 6.3, 12.6
-80, -62, 124, 8.0, 6.2, 12.4
-80, -61, 122, 8.0, 6.1, 12.2
-80, -60, 120, 8.0, 6.0, 12.0
-80, -59, 118, 8.0, 5.9, 11.8
-80, -58, 116, 8.0, 5.8, 11.6
-80, -57, 114, 8.0, 5.7, 11.4
-80, -56, 112, 8.0, 5.6, 11.2
-80, -55, 110, 8.0, 5.5, 11.0
-80, -54, 108, 8.0, 5.4, 10.8
-80, -53, 106, 8.0, 5.3, 10.6
-80, -52, 104, 8.0, 5.2, 10.4
-80, -51, 102, 8.0, 5.1, 10.2
-80, -50, 100, 8.0, 5.0, 10.0
-80, -49, 98, 8.0, 4.9, 9.8
-80, -48, 96, 8.0, 4.8, 9.6
-80, -47, 94, 8.0, 4.7, 9.4
-80, -46, 92, 8.0, 4.6, 9.2
-80, -45, 90, 8.0, 4.5, 9.0
-80, -44, 88, 8.0, 4.4, 8.8
-80, -43, 86, 8.0, 4.3, 8.6
-80, -42, 84, 8.0, 4.2, 8.4
-80, -41, 82, 8.0, 4.1, 8.2
-80, -40, 80, 8.0, 4.0, 8.0
-80, -39, 78, 8.0, 3.9, 7.8
-80, -38, 76, 8.0, 3.8, 7.6
-80, -37, 74, 8.0, 3.7, 7.4
-80, -36, 72, 8.0, 3.6, 7.2
-80, -35, 70, 8.0, 3.5, 7.0
-80, -34, 68, 8.0, 3.4, 6.8
-80, -33, 66, 8.0, 3.3, 6.6
-80, -32, 64, 8.0, 3.2, 6.4
-80, -31, 62, 8.0, 3.1, 6.2
-80, -30, 60, 8.0, 3.0, 6.0
-80, -29, 58, 8.0, 2.9, 5.8
-80, -28, 56, 8.0, 2.8, 5.6
-80, -27, 54, 8.0, 2.7, 5.4
-80, -26, 52, 8.0, 2.6, 5.2
-80, -25, 50, 8.0, 2.5, 5.0
-80, -24, 48, 8.0, 2.4, 4.8
-80, -23, 46, 8.0, 2.3, 4.6
-80, -22, 44, 8.0, 2.2, 4.4
-80, -21, 42, 8.0, 2.1, 4.2
-80, -20, 40, 8.0, 2.0, 4.0
-80, -19, 38, 8.0, 1.9, 3.8
-80, -18, 36, 8.0, 1.8, 3.6
-80, -17, 34, 8.0, 1.7, 3.4
-80, -16, 32, 8.0, 1.6, 3.2
-80, -15, 30, 8.0, 1.5, 3.0
-80, -14, 28, 8.0, 1.4, 2.8
-80, -13, 26, 8.0, 1.3, 2.6
-80, -12, 24, 8.0, 1.2, 2.4
-80, -11, 22, 8.0, 1.1, 2.2
-80, -10, 20, 8.0, 1.0, 2.0
-80, -9, 18, 8.0, 0.9, 1.8
-80, -8, 16, 8.0, 0.8, 1.6
-80, -7, 14, 8.0, 0.7, 1.4
-80, -6, 12, 8.0, 0.6, 1.2
-80, -5, 10, 8.0, 0.5, 1.0
-80, -4, 8, 8.0, 0.4, 0.8
-80, -3, 6, 8.0, 0.3, 0.6
-80, -2, 4, 8.0, 0.2, 0.4
-80, -1, 2, 8.0, 0.1, 0.2
-80, 0, 0, 8.0, 0.0, 0.0
-80, 1, -2, 8.0, 0.1, 0.2
-80, 2, -4, 8.0, 0.2, 0.4
-80, 3, -6, 8.0, 0.3, 0.6
-80, 4, -8, 8.0, 0.4, 0.8
-80, 5, -10, 8.0, 0.5, 1.0
-80, 6, -12, 8.0, 0.6, 1.2
-80, 7, -14, 8.0, 0.7, 1.4
-80, 8, -16, 8.0, 0.8, 1.6
-80, 9, -18, 8.0, 0.9, 1.8
-80, 10, -20, 8.0, 1.0, 2.0
-80, 11, -22, 8.0, 1.1, 2.2
-80, 12, -24, 8.0, 1.2, 2.4
-80, 13, -26, 8.0, 1.3, 2.6
-80, 14, -28, 8.0, 1.4, 2.8
-80, 15, -30, 8.0, 1.5, 3.0
-80, 16, -32, 8.0, 1.6, 3.2
-80, 17, -34, 8.0, 1.7, 3.4
-80, 18, -36, 8.0, 1.8, 3.6
-80, 19, -38, 8.0, 1.9, 3.8
-80, 20, -40, 8.0, 2.0, 4.0
-80, 21, -42, 8.0, 2.1, 4.2
-80, 22, -44, 8.0, 2.2, 4.4
-80, 23, -46, 8.0, 2.3, 4.6
-80, 24, -48, 8.0, 2.4, 4.8
-80, 25, -50, 8.0, 2.5, 5.0
-80, 26, -52, 8.0, 2.6, 5.2
-80, 27, -54, 8.0, 2.7, 5.4
-80, 28, -56, 8.0, 2.8, 5.6
-80, 29, -58, 8.0, 2.9, 5.8
-80, 30, -60, 8.0, 3.0, 6.0
-80, 31, -62, 8.0, 3.1, 6.2
-80, 32, -64, 8.0, 3.2, 6.4
-80, 33, -66, 8.0, 3.3, 6.6
-80, 34, -68, 8.0, 3.4, 6.8
-80, 35, -70, 8.0, 3.5, 7.0
-80, 36, -72, 8.0, 3.6, 7.2
-80, 37, -74, 8.0, 3.7, 7.4
-80, 38, -76, 8.0, 3.8, 7.6
-80, 39, -78, 8.0, 3.9, 7.8
-80, 40, -80, 8.0, 4.0, 8.0
-80, 41, -82, 8.0, 4.1, 8.2
-80, 42, -84, 8.0, 4.2, 8.4
-80, 43, -86, 8.0, 4.3, 8.6
-80, 44, -88, 8.0, 4.4, 8.8
-80, 45, -90, 8.0, 4.5, 9.0
-80, 46, -92, 8.0, 4.6, 9.2
-80, 47, -94, 8.0, 4.7, 9.4
-80, 48, -96, 8.0, 4.8, 9.6
-80, 49, -98, 8.0, 4.9, 9.8
-80, 50, -100, 8.0, 5.0, 10.0
-80, 51, -102, 8.0, 5.1, 10.2
-80, 52, -104, 8.0, 5.2, 10.4
-80, 53, -106, 8.0, 5.3, 10.6
-80, 54, -108, 8.0, 5.4, 10.8
-80, 55, -110, 8.0, 5.5, 11.0
-80, 56, -112, 8.0, 5.6, 11.2
-80, 57, -114, 8.0, 5.7, 11.4
-80, 58, -116, 8.0, 5.8, 11.6
-80, 59, -118, 8.0, 5.9, 11.8
-80, 60, -120, 8.0, 6.0, 12.0
-80, 61, -122, 8.0, 6.1, 12.2
-80, 62, -124, 8.0, 6.2, 12.4
-80, 63, -126, 8.0, 6.3, 12.6
-80, 64, -128, 8.0, 6.4, 12.8
-80, 65, -130, 8.0, 6.5, 13.0
-80, 66, -132, 8.0, 6.6, 13.2
-80, 67, -134, 8.0, 6.7, 13.4
-80, 68, -136, 8.0, 6.8, 13.6
-80, 69, -138, 8.0, 6.9, 13.8
-80, 70, -140, 8.0, 7.0, 14.0
-80, 71, -142, 8.0, 7.1, 14.2
-80, 72, -144, 8.0, 7.2, 14.4
-80, 73, -146, 8.0, 7.3, 14.6
-80, 74, -148, 8.0, 7.4, 14.8
-80, 75, -150, 8.0, 7.5, 15.0
-80, 76, -152, 8.0, 7.6, 15.2
-80, 77, -154, 8.0, 7.7, 15.4
-80, 78, -156, 8.0, 7.8, 15.6
-80, 79, -158, 8.0, 7.9, 15.8
-80, 80, -160, 8.0, 8.0, 16.0
-80, 81, -160, 8.0, 8.1, 16.0
-80, 82, -160, 8.0, 8.2, 16.0
-80, 83, -160, 8.0, 8.3, 16.0
-80, 84, -160, 8.0, 8.4, 16.0
-80, 85, -160, 8.0, 8.5, 16.0
-80, 86, -160, 8.0, 8.6, 16.0
-80, 87, -160, 8.0, 8.7, 16.0
-80, 88, -160, 8.0, 8.8, 16.0
-80, 89, -160, 8.0, 8.9, 16.0
-80, 90, -160, 8.0, 9.0, 16.0
-80, 91, -160, 8.0, 9.1, 16.0
-80, 92, -160, 8.0, 9.2, 16.0
-80, 93, -160, 8.0, 9.3, 16.0
-80, 94, -160, 8.0, 9.4, 16.0
-80, 95, -160, 8.0, 9.5, 16.0
-80, 96, -160, 8.0, 9.6, 16.0
-80, 97, -160, 8.0, 9.7, 16.0
-80, 98, -160, 8.0, 9.8, 16.0
-80, 99, -160, 8.0, 9.9, 16.0
-80, 100, -160, 8.0, 10.0, 16.0
-79, -100, 158, 7.9, 10.0, 15.8
-79, -99, 158, 7.9, 9.9, 15.8
-79, -98, 158, 7.9, 9.8, 15.8
-79, -97, 158, 7.9, 9.7, 15.8
-79, -96, 158, 7.9, 9.6, 15.8
-79, -95, 158, 7.9, 9.5, 15.8
-79, -94, 158, 7.9, 9.4, 15.8
-79, -93, 158, 7.9, 9.3, 15.8
-79, -92, 158, 7.9, 9.2, 15.8
-79, -91, 158, 7.9, 9.1, 15.8
-79, -90, 158, 7.9, 9.0, 15.8
-79, -89, 158, 7.9, 8.9, 15.8
-79, -88, 158, 7.9, 8.8, 15.8
-79, -87, 158, 7.9, 8.7, 15.8
-79, -86, 158, 7.9, 8.6, 15.8
-79, -85, 158, 7.9, 8.5, 15.8
-79, -84, 158, 7.9, 8.4, 15.8
-79, -83, 158, 7.9, 8.3, 15.8
-79, -82, 158, 7.9, 8.2, 15.8
-79, -81, 158, 7.9, 8.1, 15.8
-79, -80, 158, 7.9, 8.0, 15.8
-79, -79, 158, 7.9, 7.9, 15.8
-79, -78, 156, 7.9, 7.8, 15.6
-79, -77, 154, 7.9, 7.7, 15.4
-79, -76, 152, 7.9, 7.6, 15.2
-79, -75, 150, 7.9, 7.5, 15.0
-79, -74, 148, 7.9, 7.4, 14.8
-79, -73, 146, 7.9, 7.3, 14.6
-79, -72, 144, 7.9, 7.2, 14.4
-79, -71, 142, 7.9, 7.1, 14.2
-79, -70, 140, 7.9, 7.0, 14.0
-79, -69, 138, 7.9, 6.9, 13.8
-79, -68, 136, 7.9, 6.8, 13.6
-79, -67, 134, 7.9, 6.7, 13.4
-79, -66, 132, 7.9, 6.6, 13.2
-79, -65, 130, 7.9, 6.5, 13.0
-79, -64, 128, 7.9, 6.4, 12.8
-79, -63, 126, 7.9, 6.3, 12.6
-79, -62, 124, 7.9, 6.2, 12.4
-79, -61, 122, 7.9, 6.1, 12.2
-79, -60, 120, 7.9, 6.0, 12.0
-79, -59, 118, 7.9, 5.9, 11.8
-79, -58, 116, 7.9, 5.8, 11.6
-79, -57, 114, 7.9, 5.7, 11.4
-79, -56, 112, 7.9, 5.6, 11.2
-79, -55, 110, 7.9, 5.5, 11.0
-79, -54, 108, 7.9, 5.4, 10.8
-79, -53, 106, 7.9, 5.3, 10.6
-79, -52, 104, 7.9, 5.2, 10.4
-79, -51, 102, 7.9, 5.1, 10.2
-79, -50, 100, 7.9, 5.0, 10.0
-79, -49, 98, 7.9, 4.9, 9.8
-79, -48, 96, 7.9, 4.8, 9.6
-79, -47, 94, 7.9, 4.7, 9.4
-79, -46, 92, 7.9, 4.6, 9.2
-79, -45, 90, 7.9, 4.5, 9.0
-79, -44, 88, 7.9, 4.4, 8.8
-79, -43, 86, 7.9, 4.3, 8.6
-79, -42, 84, 7.9, 4.2, 8.4
-79, -41, 82, 7.9, 4.1, 8.2
-79, -40, 80, 7.9, 4.0, 8.0
-79, -39, 78, 7.9, 3.9, 7.8
-79, -38, 76, 7.9, 3.8, 7.6
-79, -37, 74, 7.9, 3.7, 7.4
-79, -36, 72, 7.9, 3.6, 7.2
-79, -35, 70, 7.9, 3.5, 7.0
-79, -34, 68, 7.9, 3.4, 6.8
-79, -33, 66, 7.9, 3.3, 6.6
-79, -32, 64, 7.9, 3.2, 6.4
-79, -31, 62, 7.9, 3.1, 6.2
-79, -30, 60, 7.9, 3.0, 6.0
-79, -29, 58, 7.9, 2.9, 5.8
-79, -28, 56, 7.9, 2.8, 5.6
-79, -27, 54, 7.9, 2.7, 5.4
-79, -26, 52, 7.9, 2.6, 5.2
-79, -25, 50, 7.9, 2.5, 5.0
-79, -24, 48, 7.9, 2.4, 4.8
-79, -23, 46, 7.9, 2.3, 4.6
-79, -22, 44, 7.9, 2.2, 4.4
-79, -21, 42, 7.9, 2.1, 4.2
-79, -20, 40, 7.9, 2.0, 4.0
-79, -19, 38, 7.9, 1.9, 3.8
-79, -18, 36, 7.9, 1.8, 3.6
-79, -17, 34, 7.9, 1.7, 3.4
-79, -16, 32, 7.9, 1.6, 3.2
-79, -15, 30, 7.9, 1.5, 3.0
-79, -14, 28, 7.9, 1.4, 2.8
-79, -13, 26, 7.9, 1.3, 2.6
-79, -12, 24, 7.9, 1.2, 2.4
-79, -11, 22, 7.9, 1.1, 2.2
-79, -10, 20, 7.9, 1.0, 2.0
-79, -9, 18, 7.9, 0.9, 1.8
-79, -8, 16, 7.9, 0.8, 1.6
-79, -7, 14, 7.9, 0.7, 1.4
-79, -6, 12, 7.9, 0.6, 1.2
-79, -5, 10, 7.9, 0.5, 1.0
-79, -4, 8, 7.9, 0.4, 0.8
-79, -3, 6, 7.9, 0.3, 0.6
-79, -2, 4, 7.9, 0.2, 0.4
-79, -1, 2, 7.9, 0.1, 0.2
-79, 0, 0, 7.9, 0.0, 0.0
-79, 1, -2, 7.9, 0.1, 0.2
-79, 2, -4, 7.9, 0.2, 0.4
-79, 3, -6, 7.9, 0.3, 0.6
-79, 4, -8, 7.9, 0.4, 0.8
-79, 5, -10, 7.9, 0.5, 1.0
-79, 6, -12, 7.9, 0.6, 1.2
-79, 7, -14, 7.9, 0.7, 1.4
-79, 8, -16, 7.9, 0.8, 1.6
-79, 9, -18, 7.9, 0.9, 1.8
-79, 10, -20, 7.9, 1.0, 2.0
-79, 11, -22, 7.9, 1.1, 2.2
-79, 12, -24, 7.9, 1.2, 2.4
-79, 13, -26, 7.9, 1.3, 2.6
-79, 14, -28, 7.9, 1.4, 2.8
-79, 15, -30, 7.9, 1.5, 3.0
-79, 16, -32, 7.9, 1.6, 3.2
-79, 17, -34, 7.9, 1.7, 3.4
-79, 18, -36, 7.9, 1.8, 3.6
-79, 19, -38, 7.9, 1.9, 3.8
-79, 20, -40, 7.9, 2.0, 4.0
-79, 21, -42, 7.9, 2.1, 4.2
-79, 22, -44, 7.9, 2.2, 4.4
-79, 23, -46, 7.9, 2.3, 4.6
-79, 24, -48, 7.9, 2.4, 4.8
-79, 25, -50, 7.9, 2.5, 5.0
-79, 26, -52, 7.9, 2.6, 5.2
-79, 27, -54, 7.9, 2.7, 5.4
-79, 28, -56, 7.9, 2.8, 5.6
-79, 29, -58, 7.9, 2.9, 5.8
-79, 30, -60, 7.9, 3.0, 6.0
-79, 31, -62, 7.9, 3.1, 6.2
-79, 32, -64, 7.9, 3.2, 6.4
-79, 33, -66, 7.9, 3.3, 6.6
-79, 34, -68, 7.9, 3.4, 6.8
-79, 35, -70, 7.9, 3.5, 7.0
-79, 36, -72, 7.9, 3.6, 7.2
-79, 37, -74, 7.9, 3.7, 7.4
-79, 38, -76, 7.9, 3.8, 7.6
-79, 39, -78, 7.9, 3.9, 7.8
-79, 40, -80, 7.9, 4.0, 8.0
-79, 41, -82, 7.9, 4.1, 8.2
-79, 42, -84, 7.9, 4.2, 8.4
-79, 43, -86, 7.9, 4.3, 8.6
-79, 44, -88, 7.9, 4.4, 8.8
-79, 45, -90, 7.9, 4.5, 9.0
-79, 46, -92, 7.9, 4.6, 9.2
-79, 47, -94, 7.9, 4.7, 9.4
-79, 48, -96, 7.9, 4.8, 9.6
-79, 49, -98, 7.9, 4.9, 9.8
-79, 50, -100, 7.9, 5.0, 10.0
-79, 51, -102, 7.9, 5.1, 10.2
-79, 52, -104, 7.9, 5.2, 10.4
-79, 53, -106, 7.9, 5.3, 10.6
-79, 54, -108, 7.9, 5.4, 10.8
-79, 55, -110, 7.9, 5.5, 11.0
-79, 56, -112, 7.9, 5.6, 11.2
-79, 57, -114, 7.9, 5.7, 11.4
-79, 58, -116, 7.9, 5.8, 11.6
-79, 59, -118, 7.9, 5.9, 11.8
-79, 60, -120, 7.9, 6.0, 12.0
-79, 61, -122, 7.9, 6.1, 12.2
-79, 62, -124, 7.9, 6.2, 12.4
-79, 63, -126, 7.9, 6.3, 12.6
-79, 64, -128, 7.9, 6.4, 12.8
-79, 65, -130, 7.9, 6.5, 13.0
-79, 66, -132, 7.9, 6.6, 13.2
-79, 67, -134, 7.9, 6.7, 13.4
-79, 68, -136, 7.9, 6.8, 13.6
-79, 69, -138, 7.9, 6.9, 13.8
-79, 70, -140, 7.9, 7.0, 14.0
-79, 71, -142, 7.9, 7.1, 14.2
-79, 72, -144, 7.9, 7.2, 14.4
-79, 73, -146, 7.9, 7.3, 14.6
-79, 74, -148, 7.9, 7.4, 14.8
-79, 75, -150, 7.9, 7.5, 15.0
-79, 76, -152, 7.9, 7.6, 15.2
-79, 77, -154, 7.9, 7.7, 15.4
-79, 78, -156, 7.9, 7.8, 15.6
-79, 79, -158, 7.9, 7.9, 15.8
-79, 80, -158, 7.9, 8.0, 15.8
-79, 81, -158, 7.9, 8.1, 15.8
-79, 82, -158, 7.9, 8.2, 15.8
-79, 83, -158, 7.9, 8.3, 15.8
-79, 84, -158, 7.9, 8.4, 15.8
-79, 85, -158, 7.9, 8.5, 15.8
-79, 86, -158, 7.9, 8.6, 15.8
-79, 87, -158, 7.9, 8.7, 15.8
-79, 88, -158, 7.9, 8.8, 15.8
-79, 89, -158, 7.9, 8.9, 15.8
-79, 90, -158, 7.9, 9.0, 15.8
-79, 91, -158, 7.9, 9.1, 15.8
-79, 92, -158, 7.9, 9.2, 15.8
-79, 93, -158, 7.9, 9.3, 15.8
-79, 94, -158, 7.9, 9.4, 15.8
-79, 95, -158, 7.9, 9.5, 15.8
-79, 96, -158, 7.9, 9.6, 15.8
-79, 97, -158, 7.9, 9.7, 15.8
-79, 98, -158, 7.9, 9.8, 15.8
-79, 99, -158, 7.9, 9.9, 15.8
-79, 100, -158, 7.9, 10.0, 15.8
-78, -100, 156, 7.8, 10.0, 15.6
-78, -99, 156, 7.8, 9.9, 15.6
-78, -98, 156, 7.8, 9.8, 15.6
-78, -97, 156, 7.8, 9.7, 15.6
-78, -96, 156, 7.8, 9.6, 15.6
-78, -95, 156, 7.8, 9.5, 15.6
-78, -94, 156, 7.8, 9.4, 15.6
-78, -93, 156, 7.8, 9.3, 15.6
-78, -92, 156, 7.8, 9.2, 15.6
-78, -91, 156, 7.8, 9.1, 15.6
-78, -90, 156, 7.8, 9.0, 15.6
-78, -89, 156, 7.8, 8.9, 15.6
-78, -88, 156, 7.8, 8.8, 15.6
-78, -87, 156, 7.8, 8.7, 15.6
-78, -86, 156, 7.8, 8.6, 15.6
-78, -85, 156, 7.8, 8.5, 15.6
-78, -84, 156, 7.8, 8.4, 15.6
-78, -83, 156, 7.8, 8.3, 15.6
-78, -82, 156, 7.8, 8.2, 15.6
-78, -81, 156, 7.8, 8.1, 15.6
-78, -80, 156, 7.8, 8.0, 15.6
-78, -79, 156, 7.8, 7.9, 15.6
-78, -78, 156, 7.8, 7.8, 15.6
-78, -77, 154, 7.8, 7.7, 15.4
-78, -76, 152, 7.8, 7.6, 15.2
-78, -75, 150, 7.8, 7.5, 15.0
-78, -74, 148, 7.8, 7.4, 14.8
-78, -73, 146, 7.8, 7.3, 14.6
-78, -72, 144, 7.8, 7.2, 14.4
-78, -71, 142, 7.8, 7.1, 14.2
-78, -70, 140, 7.8, 7.0, 14.0
-78, -69, 138, 7.8, 6.9, 13.8
-78, -68, 136, 7.8, 6.8, 13.6
-78, -67, 134, 7.8, 6.7, 13.4
-78, -66, 132, 7.8, 6.6, 13.2
-78, -65, 130, 7.8, 6.5, 13.0
-78, -64, 128, 7.8, 6.4, 12.8
-78, -63, 126, 7.8, 6.3, 12.6
-78, -62, 124, 7.8, 6.2, 12.4
-78, -61, 122, 7.8, 6.1, 12.2
-78, -60, 120, 7.8, 6.0, 12.0
-78, -59, 118, 7.8, 5.9, 11.8
-78, -58, 116, 7.8, 5.8, 11.6
-78, -57, 114, 7.8, 5.7, 11.4
-78, -56, 112, 7.8, 5.6, 11.2
-78, -55, 110, 7.8, 5.5, 11.0
-78, -54, 108, 7.8, 5.4, 10.8
-78, -53, 106, 7.8, 5.3, 10.6
-78, -52, 104, 7.8, 5.2, 10.4
-78, -51, 102, 7.8, 5.1, 10.2
-78, -50, 100, 7.8, 5.0, 10.0
-78, -49, 98, 7.8, 4.9, 9.8
-78, -48, 96, 7.8, 4.8, 9.6
-78, -47, 94, 7.8, 4.7, 9.4
-78, -46, 92, 7.8, 4.6, 9.2
-78, -45, 90, 7.8, 4.5, 9.0
-78, -44, 88, 7.8, 4.4, 8.8
-78, -43, 86, 7.8, 4.3, 8.6
-78, -42, 84, 7.8, 4.2, 8.4
-78, -41, 82, 7.8, 4.1, 8.2
-78, -40, 80, 7.8, 4.0, 8.0
-78, -39, 78, 7.8, 3.9, 7.8
-78, -38, 76, 7.8, 3.8, 7.6
-78, -37, 74, 7.8, 3.7, 7.4
-78, -36, 72, 7.8, 3.6, 7.2
-78, -35, 70, 7.8, 3.5, 7.0
-78, -34, 68, 7.8, 3.4, 6.8
-78, -33, 66, 7.8, 3.3, 6.6
-78, -32, 64, 7.8, 3.2, 6.4
-78, -31, 62, 7.8, 3.1, 6.2
-78, -30, 60, 7.8, 3.0, 6.0
-78, -29, 58, 7.8, 2.9, 5.8
-78, -28, 56, 7.8, 2.8, 5.6
-78, -27, 54, 7.8, 2.7, 5.4
-78, -26, 52, 7.8, 2.6, 5.2
-78, -25, 50, 7.8, 2.5, 5.0
-78, -24, 48, 7.8, 2.4, 4.8
-78, -23, 46, 7.8, 2.3, 4.6
-78, -22, 44, 7.8, 2.2, 4.4
-78, -21, 42, 7.8, 2.1, 4.2
-78, -20, 40, 7.8, 2.0, 4.0
-78, -19, 38, 7.8, 1.9, 3.8
-78, -18, 36, 7.8, 1.8, 3.6
-78, -17, 34, 7.8, 1.7, 3.4
-78, -16, 32, 7.8, 1.6, 3.2
-78, -15, 30, 7.8, 1.5, 3.0
-78, -14, 28, 7.8, 1.4, 2.8
-78, -13, 26, 7.8, 1.3, 2.6
-78, -12, 24, 7.8, 1.2, 2.4
-78, -11, 22, 7.8, 1.1, 2.2
-78, -10, 20, 7.8, 1.0, 2.0
-78, -9, 18, 7.8, 0.9, 1.8
-78, -8, 16, 7.8, 0.8, 1.6
-78, -7, 14, 7.8, 0.7, 1.4
-78, -6, 12, 7.8, 0.6, 1.2
-78, -5, 10, 7.8, 0.5, 1.0
-78, -4, 8, 7.8, 0.4, 0.8
-78, -3, 6, 7.8, 0.3, 0.6
-78, -2, 4, 7.8, 0.2, 0.4
-78, -1, 2, 7.8, 0.1, 0.2
-78, 0, 0, 7.8, 0.0, 0.0
-78, 1, -2, 7.8, 0.1, 0.2
-78, 2, -4, 7.8, 0.2, 0.4
-78, 3, -6, 7.8, 0.3, 0.6
-78, 4, -8, 7.8, 0.4, 0.8
-78, 5, -10, 7.8, 0.5, 1.0
-78, 6, -12, 7.8, 0.6, 1.2
-78, 7, -14, 7.8, 0.7, 1.4
-78, 8, -16, 7.8, 0.8, 1.6
-78, 9, -18, 7.8, 0.9, 1.8
-78, 10, -20, 7.8, 1.0, 2.0
-78, 11, -22, 7.8, 1.1, 2.2
-78, 12, -24, 7.8, 1.2, 2.4
-78, 13, -26, 7.8, 1.3, 2.6
-78, 14, -28, 7.8, 1.4, 2.8
-78, 15, -30, 7.8, 1.5, 3.0
-78, 16, -32, 7.8, 1.6, 3.2
-78, 17, -34, 7.8, 1.7, 3.4
-78, 18, -36, 7.8, 1.8, 3.6
-78, 19, -38, 7.8, 1.9, 3.8
-78, 20, -40, 7.8, 2.0, 4.0
-78, 21, -42, 7.8, 2.1, 4.2
-78, 22, -44, 7.8, 2.2, 4.4
-78, 23, -46, 7.8, 2.3, 4.6
-78, 24, -48, 7.8, 2.4, 4.8
-78, 25, -50, 7.8, 2.5, 5.0
-78, 26, -52, 7.8, 2.6, 5.2
-78, 27, -54, 7.8, 2.7, 5.4
-78, 28, -56, 7.8, 2.8, 5.6
-78, 29, -58, 7.8, 2.9, 5.8
-78, 30, -60, 7.8, 3.0, 6.0
-78, 31, -62, 7.8, 3.1, 6.2
-78, 32, -64, 7.8, 3.2, 6.4
-78, 33, -66, 7.8, 3.3, 6.6
-78, 34, -68, 7.8, 3.4, 6.8
-78, 35, -70, 7.8, 3.5, 7.0
-78, 36, -72, 7.8, 3.6, 7.2
-78, 37, -74, 7.8, 3.7, 7.4
-78, 38, -76, 7.8, 3.8, 7.6
-78, 39, -78, 7.8, 3.9, 7.8
-78, 40, -80, 7.8, 4.0, 8.0
-78, 41, -82, 7.8, 4.1, 8.2
-78, 42, -84, 7.8, 4.2, 8.4
-78, 43, -86, 7.8, 4.3, 8.6
-78, 44, -88, 7.8, 4.4, 8.8
-78, 45, -90, 7.8, 4.5, 9.0
-78, 46, -92, 7.8, 4.6, 9.2
-78, 47, -94, 7.8, 4.7, 9.4
-78, 48, -96, 7.8, 4.8, 9.6
-78, 49, -98, 7.8, 4.9, 9.8
-78, 50, -100, 7.8, 5.0, 10.0
-78, 51, -102, 7.8, 5.1, 10.2
-78, 52, -104, 7.8, 5.2, 10.4
-78, 53, -106, 7.8, 5.3, 10.6
-78, 54, -108, 7.8, 5.4, 10.8
-78, 55, -110, 7.8, 5.5, 11.0
-78, 56, -112, 7.8, 5.6, 11.2
-78, 57, -114, 7.8, 5.7, 11.4
-78, 58, -116, 7.8, 5.8, 11.6
-78, 59, -118, 7.8, 5.9, 11.8
-78, 60, -120, 7.8, 6.0, 12.0
-78, 61, -122, 7.8, 6.1, 12.2
-78, 62, -124, 7.8, 6.2, 12.4
-78, 63, -126, 7.8, 6.3, 12.6
-78, 64, -128, 7.8, 6.4, 12.8
-78, 65, -130, 7.8, 6.5, 13.0
-78, 66, -132, 7.8, 6.6, 13.2
-78, 67, -134, 7.8, 6.7, 13.4
